idx_firms,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,acq_date_n,anio,mes,dia,index_righ,MpNombre,Depto,mpnombre_s,depto_std,join_ok,fecha_FIRM,mpnombre_1,fecha_UNGR,dif_dias_m,dif_dias_a,tipo_coinc,fire_date,orb_same,img_same,idx_same,slice_same,orb_post30,img_post30,idx_post30,slice_post,orb_pre30,img_pre30,idx_pre30,slice_pre3,dt_post_da,dt_pre_day,label,id,point_id,SR_B5_norm,SR_B6_norm,SR_B7_norm,NDVI_norm,EVI_norm,NBR_norm,NDWI_norm,VV,VH,angle,VVVH_ratio,VV_Difference,VH_Difference,VHVV_Difference,l8_found,l8_file,l8_year,l8_bimonth_start_month,l8_bimonth_label,l8_selection_rule,s1_found,s1_file,s1_date,s1_scene_index
2640.0,5.77215,-72.9912,328.11,0.35,0.56,2020-01-07,1739,N20,VIIRS,n,2,300.31,1.23,D,0.0,2020-07-01,2020.0,7.0,1.0,607.0,Tibasosa,Boyacá,TIBASOSA,BOYACA,1.0,2020-07-01,TIBASOSA,2020-07-06,-5.0,5.0,ventana_5dias,2020-07-01,<NA>,<NA>,<NA>,<NA>,77,2020-07-28 00:00:00,66,7,77,2020-05-29 00:00:00,45,7,27,-33,1,,486,0.2330826222896576,0.30216550827026367,0.4769357144832611,0.25246137380599976,0.3023378849029541,0.4497799873352051,0.7093799114227295,0.23584423959255219,0.16723059117794037,1.4296433925628662,0.563439667224884,-0.33788883686065674,-2.5646774768829346,-1.9458516836166382,True,L8_2020_ene_feb_normalizado.tif,2020,1,ene_feb,current_bimonth,True,S1_2020-01-18_2_prepost_indices_normalizado.tif,2020-01-18,2
2129.0,5.6063,-73.0485,325.5,1.7,1.3,2020-03-02,1805,Aqua,MODIS,47,6.03,306.5,32.1,D,0.0,2020-02-03,2020.0,2.0,3.0,564.0,Pesca,Boyacá,PESCA,BOYACA,1.0,2020-02-03,PESCA,2020-02-03,0.0,0.0,exacta,2020-02-03,<NA>,<NA>,<NA>,<NA>,150,2020-02-28 00:00:00,16,25,150,2019-12-30 00:00:00,91,25,25,-35,1,,412,0.8586692810058594,2.2352898120880127,2.2771828174591064,-0.32573574781417847,0.22010868787765503,-0.5439684391021729,1.3319016695022583,-0.6198754906654358,-0.6083259582519531,1.1332387924194336,-0.028889834880828857,2.1066150665283203,1.9548174142837524,0.5215763449668884,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2131.0,5.6041,-73.0628,324.0,1.7,1.3,2020-03-02,1805,Aqua,MODIS,38,6.03,306.3,29.8,D,0.0,2020-02-03,2020.0,2.0,3.0,564.0,Pesca,Boyacá,PESCA,BOYACA,1.0,2020-02-03,PESCA,2020-02-03,0.0,0.0,exacta,2020-02-03,<NA>,<NA>,<NA>,<NA>,150,2020-02-28 00:00:00,16,25,150,2019-12-30 00:00:00,91,25,25,-35,1,,413,-0.5962462425231934,-0.27171169221401215,0.24958810955286026,-0.24526266753673553,-0.5815051198005676,0.027375356294214725,1.2978092432022095,0.2858859896659851,0.3287641108036041,1.0930019617080688,0.29949793219566345,2.168767213821411,2.0194051265716553,0.5283713936805725,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2252.0,5.47383,-73.55435,296.79,0.41,0.37,2020-02-03,0629,N20,VIIRS,n,2,276.83,0.59,N,2.0,2020-03-02,2020.0,3.0,2.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-03-02,SAMACA,2020-03-05,-3.0,3.0,ventana_5dias,2020-03-02,<NA>,<NA>,<NA>,<NA>,77,2020-03-30 00:00:00,25,7,77,2020-01-30 00:00:00,8,7,28,-32,1,,432,-0.7192605137825012,-0.3177749216556549,0.2532948851585388,-0.6294251680374146,-0.7589362859725952,-0.20784389972686768,1.7735776901245117,1.477684736251831,1.347183346748352,-0.38651788234710693,1.283115267753601,1.5955039262771606,0.8031213283538818,-0.22414328157901764,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-02-11_0_prepost_indices_normalizado.tif,2020-02-11,0
2253.0,5.46988,-73.55133,299.62,0.41,0.37,2020-02-03,0629,N20,VIIRS,n,2,276.44,0.59,N,2.0,2020-03-02,2020.0,3.0,2.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-03-02,SAMACA,2020-03-05,-3.0,3.0,ventana_5dias,2020-03-02,<NA>,<NA>,<NA>,<NA>,77,2020-03-30 00:00:00,25,7,77,2020-01-30 00:00:00,8,7,28,-32,1,,433,-0.47424954175949097,-0.2811999022960663,0.11223229020833969,-0.0640089362859726,-0.4651677906513214,0.19458425045013428,1.1131868362426758,-0.2443084716796875,-0.17727617919445038,-0.3787574768066406,-0.0019317481201142073,0.2557432949542999,0.8349398970603943,1.2124605178833008,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-02-11_0_prepost_indices_normalizado.tif,2020-02-11,0
2254.0,5.47266,-73.547,295.39,0.41,0.37,2020-02-03,0629,N20,VIIRS,n,2,276.52,0.61,N,2.0,2020-03-02,2020.0,3.0,2.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-03-02,SAMACA,2020-03-05,-3.0,3.0,ventana_5dias,2020-03-02,<NA>,<NA>,<NA>,<NA>,77,2020-03-30 00:00:00,25,7,77,2020-01-30 00:00:00,8,7,28,-32,1,,434,-0.33958953619003296,0.15372252464294434,0.5195634961128235,-0.4871408939361572,-0.4910852611064911,-0.19931109249591827,1.601641297340393,0.017227979376912117,-0.2543906569480896,-0.36383160948753357,0.9864681363105774,0.5969626903533936,-0.6037974953651428,-0.7437863349914551,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-02-11_0_prepost_indices_normalizado.tif,2020-02-11,0
2255.0,5.47975,-73.52619,306.32,0.41,0.37,2020-02-03,0629,N20,VIIRS,n,2,280.85,1.35,N,2.0,2020-03-02,2020.0,3.0,2.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-03-02,SAMACA,2020-03-05,-3.0,3.0,ventana_5dias,2020-03-02,<NA>,<NA>,<NA>,<NA>,77,2020-03-30 00:00:00,25,7,77,2020-01-30 00:00:00,8,7,28,-32,1,,435,-0.9885804057121277,-0.7975362539291382,-0.2940692603588104,-0.5506986975669861,-0.9428006410598755,0.14616607129573822,1.1904518604278564,0.17695069313049316,0.2501469850540161,-0.28873369097709656,0.1724015772342682,1.0738039016723633,1.1283830404281616,0.6830707788467407,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-02-11_0_prepost_indices_normalizado.tif,2020-02-11,0
2256.0,5.47542,-73.54259,298.14,0.41,0.37,2020-02-03,0629,N20,VIIRS,n,2,277.68,0.61,N,0.0,2020-03-02,2020.0,3.0,2.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-03-02,SAMACA,2020-03-05,-3.0,3.0,ventana_5dias,2020-03-02,<NA>,<NA>,<NA>,<NA>,77,2020-03-30 00:00:00,25,7,77,2020-01-30 00:00:00,8,7,28,-32,1,,436,-0.12555819749832153,0.1284719705581665,0.3222816586494446,0.0827842503786087,-0.13501997292041779,0.13626226782798767,0.8987048268318176,0.2454003244638443,0.21291199326515198,-0.34839385747909546,0.47491154074668884,0.6819087266921997,0.21568162739276886,0.07834361493587494,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-02-11_0_prepost_indices_normalizado.tif,2020-02-11,0
2257.0,5.47325,-73.5507,300.74,0.41,0.37,2020-02-03,0629,N20,VIIRS,n,2,276.55,0.59,N,2.0,2020-03-02,2020.0,3.0,2.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-03-02,SAMACA,2020-03-05,-3.0,3.0,ventana_5dias,2020-03-02,<NA>,<NA>,<NA>,<NA>,77,2020-03-30 00:00:00,25,7,77,2020-01-30 00:00:00,8,7,28,-32,1,,437,-0.9196109771728516,-0.7981483936309814,-0.2948929965496063,0.11507437378168106,-0.7310219407081604,0.3215113580226898,0.5118358731269836,0.8317687511444092,0.6549559235572815,-0.37576577067375183,1.110539197921753,0.6951643824577332,-0.30243149399757385,-0.5114805102348328,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-02-11_0_prepost_indices_normalizado.tif,2020-02-11,0
2261.0,5.47104,-73.55325,305.42,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,280.04,0.98,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,438,-0.8592344522476196,-0.2305455505847931,1.0490115880966187,-0.9253128170967102,-0.899186909198761,-0.6895256042480469,2.237232208251953,1.3513656854629517,1.323498249053955,-0.3865448534488678,0.9623211026191711,2.3046648502349854,2.52662992477417,0.9500941038131714,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2262.0,5.47269,-73.54242,302.64,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,280.62,0.84,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,439,-0.7989710569381714,-0.08302086591720581,1.3521416187286377,-1.5946385860443115,-1.1355981826782227,-0.7142206430435181,3.0627331733703613,0.4356044828891754,0.625836193561554,-0.3512279689311981,-0.011609306558966637,5.035783290863037,0.6975609660148621,-3.93961763381958,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2285.0,5.47324,-73.54586,297.03,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,279.5,1.12,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,440,-0.4156820774078369,-0.37807023525238037,-0.037891287356615067,0.2028602510690689,-0.274408221244812,0.3608162999153137,0.5756987929344177,0.1290162205696106,0.27826058864593506,-0.36257144808769226,-0.0446803905069828,1.3127647638320923,0.774925172328949,0.04022473096847534,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2286.0,5.47378,-73.54929,303.85,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,279.45,1.12,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,441,-0.3884333670139313,-0.5158008337020874,-0.2574135661125183,0.6037224531173706,-0.13708268105983734,0.7135027647018433,0.12549303472042084,-0.06545686721801758,0.4111952483654022,-0.373638778924942,-0.9739102721214294,1.2089585065841675,1.1441829204559326,0.5592789649963379,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2287.0,5.47432,-73.55273,300.71,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,279.72,0.98,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,442,-1.0417207479476929,-0.9083327651023865,-0.5313015580177307,0.3026459515094757,-0.8162102699279785,0.2910073697566986,0.5160837173461914,1.438006043434143,1.6389638185501099,-0.38357800245285034,0.4133552014827728,0.5179341435432434,1.3230944871902466,1.4808964729309082,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2288.0,5.4749,-73.53498,299.65,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,282.25,1.01,N,0.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,443,-0.534512996673584,-0.0398654043674469,0.6103789210319519,-0.9503495097160339,-0.747414231300354,-0.2221207469701767,1.9670255184173584,0.9108187556266785,0.6942406892776489,-0.3254072666168213,1.2484221458435059,-0.47724679112434387,2.3954107761383057,3.713778257369995,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2289.0,5.4771,-73.52757,298.43,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,282.86,0.92,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,444,-0.8596867918968201,-0.3815900683403015,0.03624383732676506,-0.3084043562412262,-0.8036360740661621,-0.38128605484962463,0.9553463459014893,-0.4839616119861603,-0.015469755977392197,-0.2975930869579315,-1.1418719291687012,1.8274075984954834,1.578335165977478,0.39507827162742615,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2290.0,5.47822,-73.51329,307.08,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,282.88,1.02,N,0.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,445,-1.0971224308013916,-0.9729130864143372,-0.47034603357315063,-0.6473058462142944,-1.0189590454101562,0.24941357970237732,2.30104660987854,1.1476669311523438,1.3876197338104248,-0.2456599324941635,0.18206630647182465,1.5044268369674683,1.866852879524231,1.0536094903945923,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2291.0,5.47984,-73.52361,299.02,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,283.2,0.73,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,446,-0.831646740436554,-0.9998471140861511,-0.694398820400238,0.977976381778717,-0.46845996379852295,1.0519694089889526,-0.5163741111755371,0.5307292342185974,0.5667628049850464,-0.28179964423179626,0.4276215732097626,1.6098896265029907,1.6510112285614014,0.7033670544624329,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2292.0,5.48039,-73.52705,301.39,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,281.98,0.73,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,447,-0.8144609332084656,-0.9915832281112671,-0.7088139653205872,1.1064051389694214,-0.42098936438560486,1.0627082586288452,-0.5639950633049011,-0.09586386382579803,0.505683183670044,-0.294156938791275,-1.308616280555725,1.4923474788665771,1.8769950866699219,1.0775169134140015,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2293.0,5.47049,-73.54982,318.16,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,280.36,1.12,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,448,-0.7442479133605957,-0.34929993748664856,0.14806415140628815,-0.517225444316864,-0.7287620306015015,-0.2677619755268097,1.6575357913970947,-0.3200945258140564,-0.6624671220779419,-0.37668442726135254,1.0160212516784668,2.2641546726226807,1.862147331237793,0.253791868686676,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2407.0,5.47711,-73.52716,303.53,0.4,0.37,2020-02-01,0616,N,VIIRS,n,2,283.12,1.29,N,2.0,2020-01-02,2020.0,1.0,2.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-02,SAMACA,2020-01-06,-4.0,4.0,ventana_5dias,2020-01-02,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,28,-32,1,,464,-0.6964214444160461,-0.13581761717796326,0.26153212785720825,-0.6895090341567993,-0.7976598739624023,-0.41503068804740906,1.3881473541259766,-0.40189048647880554,-0.1740705370903015,-0.29370543360710144,-0.48629504442214966,0.8710254430770874,0.30988383293151855,-0.014730613678693771,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-02-11_0_prepost_indices_normalizado.tif,2020-02-11,0
2408.0,5.47076,-73.5531,302.05,0.4,0.37,2020-02-01,0616,N,VIIRS,n,2,279.82,0.69,N,2.0,2020-01-02,2020.0,1.0,2.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-02,SAMACA,2020-01-06,-4.0,4.0,ventana_5dias,2020-01-02,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,28,-32,1,,465,-0.6881678104400635,-0.2850256562232971,0.24938222765922546,-0.2984934449195862,-0.6232132911682129,-0.21243983507156372,1.2270617485046387,1.5046167373657227,1.5743141174316406,-0.3843390643596649,0.780764102935791,0.7399975061416626,0.949333906173706,0.8331533074378967,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-02-11_0_prepost_indices_normalizado.tif,2020-02-11,0
2409.0,5.4702,-73.54951,313.8,0.4,0.37,2020-02-01,0616,N,VIIRS,n,2,280.23,1.53,N,2.0,2020-01-02,2020.0,1.0,2.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-02,SAMACA,2020-01-06,-4.0,4.0,ventana_5dias,2020-01-02,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,28,-32,1,,466,-0.5317994356155396,0.5837478637695312,2.8894155025482178,-1.5508081912994385,-0.9838003516197205,-1.0192856788635254,2.7786271572113037,-0.2989874482154846,-0.5352611541748047,-0.3735209107398987,0.7528771758079529,1.8540775775909424,1.6857731342315674,0.48661789298057556,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-02-11_0_prepost_indices_normalizado.tif,2020-02-11,0
2479.0,5.47043,-73.55025,299.05,0.6,0.53,2020-02-29,0551,N,VIIRS,n,2,279.81,1.64,N,2.0,2020-02-29,2020.0,2.0,29.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-02-29,SAMACA,2020-03-05,-5.0,5.0,ventana_5dias,2020-02-29,<NA>,<NA>,<NA>,<NA>,77,2020-03-30 00:00:00,25,7,77,2020-01-30 00:00:00,8,7,30,-30,1,,467,-0.4645260274410248,-0.12173844873905182,0.32269352674484253,-0.26201653480529785,-0.5089872479438782,-0.07291729003190994,1.3778250217437744,-0.3739537000656128,-0.6592255234718323,-0.37753424048423767,0.8449587225914001,2.133955717086792,1.6824308633804321,0.19018307328224182,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2481.0,5.47001,-73.55001,334.24,0.38,0.36,2020-03-01,1816,N,VIIRS,n,2,302.98,4.16,D,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,468,-0.47888511419296265,0.1945825070142746,0.8556426167488098,-0.9427884221076965,-0.7533119916915894,-0.5046902298927307,2.125688314437866,-0.29188966751098633,-0.6148604154586792,-0.3769059479236603,0.9788920879364014,2.332810878753662,1.6051644086837769,-0.10368913412094116,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2496.0,5.46709,-73.55558,296.59,0.41,0.37,2020-02-03,0629,N20,VIIRS,n,2,277.85,0.59,N,2.0,2020-03-02,2020.0,3.0,2.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-03-02,SAMACA,2020-03-05,-3.0,3.0,ventana_5dias,2020-03-02,<NA>,<NA>,<NA>,<NA>,77,2020-03-30 00:00:00,25,7,77,2020-01-30 00:00:00,8,7,28,-32,1,,469,-1.0589066743850708,-0.5748719573020935,-0.07495885342359543,-0.49677976965904236,-0.9768410325050354,-0.565986156463623,1.3207330703735352,1.7994922399520874,1.6112415790557861,-0.39322614669799805,1.5768094062805176,-0.658380925655365,0.14699557423591614,1.4037742614746094,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,next_bimonth,True,S1_2020-02-11_0_prepost_indices_normalizado.tif,2020-02-11,0
2503.0,5.46829,-73.5572,309.47,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,281.25,0.8,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,470,-0.7991971969604492,-0.7699901461601257,-0.4481055438518524,0.3416794240474701,-0.5426579713821411,0.47732365131378174,0.7077042460441589,1.2878974676132202,1.3949995040893555,-0.3997916877269745,0.5867981314659119,0.7399817705154419,1.162640929222107,1.0702921152114868,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2513.0,5.46446,-73.55431,296.42,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,279.8,0.8,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,471,-0.6066481471061707,-0.5826766490936279,-0.2866557240486145,0.43288302421569824,-0.39989688992500305,0.49875301122665405,0.11963237076997757,2.0710954666137695,2.2359611988067627,-0.3923947811126709,0.791917085647583,2.6025123596191406,1.6286048889160156,-0.3597077429294586,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2518.0,5.465,-73.55772,297.82,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,280.37,0.8,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,472,-0.9438068270683289,-0.30293071269989014,0.3978583514690399,-1.307902216911316,-1.1155457496643066,-0.7141867876052856,2.482909679412842,1.649778962135315,2.1562914848327637,-0.402610182762146,-0.2763139605522156,1.8119826316833496,0.6582309007644653,-0.6116219758987427,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2558.0,5.44633,-73.58875,300.3,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,280.0,0.64,N,0.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,475,-0.866922914981842,-0.5162598490715027,0.054365698248147964,-1.6264126300811768,-1.124090313911438,-0.5109075307846069,3.361945390701294,1.848207712173462,1.9642484188079834,-0.4830930233001709,0.8167757987976074,2.267896890640259,3.2645559310913086,1.808863878250122,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
2582.0,5.45074,-73.57401,302.35,0.38,0.36,2020-03-01,0623,N20,VIIRS,n,2,280.1,0.93,N,2.0,2020-01-03,2020.0,1.0,3.0,539.0,Samacá,Boyacá,SAMACA,BOYACA,1.0,2020-01-03,SAMACA,2020-01-06,-3.0,3.0,ventana_5dias,2020-01-03,<NA>,<NA>,<NA>,<NA>,77,2020-01-30 00:00:00,8,7,77,2019-12-01 00:00:00,81,7,27,-33,1,,477,-0.8732545375823975,-0.6573572158813477,-0.30230647325515747,0.03755728527903557,-0.7234671115875244,0.2629944980144501,1.0160127878189087,0.1626809537410736,0.2982805371284485,-0.45044055581092834,0.00558440713211894,2.4929192066192627,1.1354119777679443,-0.7933433055877686,True,L8_2020_mar_abr_normalizado.tif,2020,3,mar_abr,current_bimonth,True,S1_2020-03-06_0_prepost_indices_normalizado.tif,2020-03-06,0
